Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo
18.338,1.369,180.378,0.887,420.131,1.579
19.323,1.389,179.359,0.887,421.144,1.593
20.319,1.41,178.349,0.887,422.135,1.631
21.327,1.43,177.363,0.884,423.183,1.625
22.342,1.439,176.333,0.884,424.117,1.669
23.323,1.46,175.339,0.884,425.147,1.661
24.329,1.468,174.352,0.882,426.065,1.713
25.315,1.493,173.338,0.881,427.083,1.73
26.333,1.498,172.324,0.881,428.066,1.779
27.312,1.516,171.333,0.879,429.11,1.803
28.313,1.528,170.32,0.879,430.127,1.815
29.315,1.548,169.339,0.878,431.08,1.847
30.338,1.553,168.343,0.877,432.052,1.933
31.326,1.568,167.363,0.876,433.175,1.902
32.334,1.57,166.362,0.874,434.082,1.972
33.307,1.593,165.354,0.874,435.121,2.021
34.343,1.596,164.35,0.872,436.189,2.026
35.337,1.605,163.35,0.872,437.157,2.038
36.334,1.614,162.346,0.871,438.077,2.093
37.332,1.624,161.368,0.868,439.076,2.113
38.34,1.628,160.344,0.868,440.026,2.189
39.331,1.634,159.348,0.867,441.09,2.19
40.316,1.639,158.36,0.865,442.044,2.255
41.305,1.653,157.358,0.863,443.073,2.263
42.321,1.654,156.352,0.864,444.022,2.323
43.316,1.66,155.375,0.863,445.048,2.357
44.319,1.664,154.381,0.861,446.054,2.384
45.31,1.673,153.379,0.86,447.036,2.432
46.333,1.675,152.367,0.857,448.049,2.538
47.321,1.68,151.358,0.856,449.21,2.442
48.329,1.68,150.359,0.855,450.035,2.522
49.309,1.69,149.351,0.854,451.023,2.566
50.326,1.688,148.35,0.852,452.034,2.601
51.32,1.69,147.343,0.851,453.04,2.624
52.313,1.691,146.346,0.85,454.018,2.69
53.297,1.698,145.351,0.848,455.073,2.692
54.319,1.697,144.342,0.847,456.048,2.76
55.303,1.701,143.347,0.846,457.105,2.742
56.319,1.699,142.366,0.844,458.045,2.813
57.299,1.706,141.372,0.842,459.084,2.831
58.32,1.705,140.367,0.841,460.089,2.898
59.319,1.707,139.37,0.84,461.166,2.909
60.32,1.707,138.363,0.838,462.184,2.884
61.318,1.711,137.364,0.836,463.102,2.899
62.336,1.707,136.361,0.833,464.037,3.004
63.317,1.71,135.365,0.832,465.144,2.924
64.327,1.709,134.36,0.83,466.014,3.004
65.315,1.71,133.36,0.828,467.025,3.055
66.309,1.71,132.359,0.827,468.077,3.056
67.304,1.708,131.361,0.826,469.064,3.049
68.299,1.71,130.371,0.825,470.002,3.103
69.299,1.712,129.399,0.822,471.021,3.112
70.312,1.71,128.385,0.819,471.996,3.185
71.303,1.709,127.374,0.818,473.081,3.158
72.314,1.708,126.382,0.815,474.048,3.194
73.304,1.709,125.37,0.813,475.057,3.172
74.31,1.706,124.371,0.811,475.996,3.223
75.313,1.708,123.377,0.81,477.007,3.238
76.317,1.705,122.376,0.807,478.003,3.241
77.305,1.705,121.369,0.804,478.968,3.265
78.311,1.702,120.362,0.802,479.958,3.379
79.293,1.703,119.37,0.801,481.121,3.248
80.297,1.701,118.379,0.797,481.974,3.325
81.288,1.702,117.37,0.796,482.987,3.355
82.301,1.7,116.395,0.794,484.013,3.374
83.3,1.699,115.395,0.791,485.044,3.375
84.298,1.699,114.394,0.788,486.042,3.432
85.304,1.698,113.392,0.785,487.116,3.375
86.314,1.696,112.385,0.783,488.054,3.431
87.299,1.696,111.386,0.781,489.087,3.37
88.309,1.693,110.4,0.778,489.986,3.436
89.303,1.693,109.385,0.774,490.999,3.426
90.309,1.69,108.386,0.773,491.97,3.489
91.291,1.689,107.389,0.77,493.028,3.484
92.285,1.688,106.393,0.766,494.044,3.453
93.275,1.687,105.385,0.763,494.986,3.466
94.293,1.685,104.392,0.76,495.945,3.577
95.28,1.685,103.403,0.757,497.082,3.465
96.291,1.683,102.417,0.753,497.981,3.546
97.292,1.683,101.4,0.75,499.023,3.58
98.297,1.68,100.395,0.747,500.099,3.529
99.292,1.679,99.393,0.743,501.056,3.505
100.295,1.678,98.393,0.739,501.984,3.559
101.3,1.676,97.391,0.737,503.008,3.546
102.308,1.675,96.389,0.731,503.974,3.618
103.298,1.672,95.383,0.73,505.06,3.562
104.291,1.672,94.402,0.724,506.016,3.616
105.287,1.671,93.387,0.72,507.07,3.577
106.288,1.67,92.382,0.717,508.025,3.624
107.285,1.669,91.39,0.714,509.066,3.628
108.284,1.668,90.406,0.708,510.093,3.62
109.28,1.668,89.401,0.704,511.09,3.64
110.307,1.665,88.409,0.699,512.105,3.754
111.281,1.664,87.403,0.695,513.312,3.534
112.285,1.664,86.409,0.69,514.092,3.618
113.288,1.663,85.402,0.685,515.067,3.637
114.288,1.66,84.399,0.68,516.065,3.641
115.289,1.66,83.403,0.675,517.058,3.62
116.292,1.657,82.403,0.668,518.005,3.678
117.276,1.657,81.392,0.665,519.049,3.64
118.277,1.656,80.4,0.658,520.005,3.691
119.266,1.655,79.389,0.654,521.053,3.622
120.271,1.653,78.402,0.648,521.962,3.693
121.27,1.652,77.405,0.641,523.001,3.667
122.269,1.652,76.407,0.636,523.983,3.725
123.279,1.65,75.408,0.629,525.059,3.694
124.272,1.649,74.413,0.622,526.052,3.656
125.274,1.648,73.397,0.617,526.982,3.664
126.284,1.647,72.409,0.608,527.918,3.764
127.273,1.646,71.397,0.604,529.05,3.631
128.282,1.647,70.414,0.594,529.907,3.717
129.297,1.644,69.394,0.588,530.938,3.74
130.268,1.643,68.398,0.582,532,3.713
131.261,1.642,67.402,0.574,532.994,3.687
132.261,1.642,66.405,0.566,533.94,3.736
133.264,1.641,65.408,0.558,534.972,3.716
134.265,1.64,64.415,0.549,535.95,3.787
135.266,1.64,63.421,0.542,537.065,3.72
136.266,1.638,62.425,0.53,538.03,3.752
137.271,1.638,61.403,0.523,539.06,3.691
138.264,1.637,60.412,0.514,539.971,3.736
139.278,1.634,59.412,0.505,540.984,3.724
140.264,1.635,58.413,0.495,541.962,3.72
141.273,1.635,57.405,0.487,542.927,3.726
142.276,1.634,56.413,0.475,543.9,3.833
143.254,1.632,55.405,0.467,545.08,3.671
144.243,1.633,54.414,0.453,545.912,3.744
145.261,1.632,53.394,0.445,546.909,3.76
146.255,1.631,52.407,0.434,547.939,3.765
147.252,1.631,51.413,0.424,548.961,3.742
148.262,1.63,50.419,0.409,549.943,3.8
149.264,1.629,49.401,0.402,551.03,3.729
150.26,1.628,48.42,0.387,551.96,3.782
151.257,1.628,47.413,0.378,553.01,3.708
152.264,1.628,46.425,0.362,553.896,3.77
153.273,1.627,45.406,0.35,554.931,3.748
154.276,1.626,44.407,0.337,555.906,3.794
155.265,1.625,43.41,0.324,556.983,3.779
156.256,1.625,42.417,0.307,558.011,3.742
157.248,1.625,41.393,0.297,558.951,3.748
158.264,1.625,40.407,0.282,559.923,3.848
159.25,1.624,39.422,0.272,561.1,3.717
160.246,1.624,38.444,0.252,561.974,3.8
161.27,1.623,37.426,0.236,563.046,3.818
162.247,1.622,36.424,0.223,564.142,3.757
163.245,1.623,35.429,0.209,565.099,3.727
164.247,1.622,34.434,0.186,566.005,3.766
165.249,1.622,33.402,0.178,567.002,3.74
166.261,1.621,32.425,0.157,567.938,3.807
167.261,1.62,31.421,0.143,569.032,3.744
168.233,1.621,30.43,0.121,569.958,3.788
169.24,1.62,29.407,0.106,570.99,3.742
170.219,1.621,28.415,0.088,571.925,3.788
171.231,1.62,27.408,0.076,572.963,3.773
172.223,1.621,26.429,0.052,573.957,3.77
173.237,1.621,25.414,0.038,574.947,3.78
174.256,1.619,24.437,0.013,575.941,3.874
175.233,1.619,23.426,-0.001,577.161,3.686
176.231,1.621,22.442,-0.025,577.925,3.773
177.259,1.62,21.425,-0.042,578.922,3.78
178.247,1.619,20.423,-0.06,579.925,3.782
179.257,1.62,19.425,-0.078,580.935,3.766
180.276,1.618,18.439,-0.108,581.897,3.81
181.252,1.619,17.398,-0.117,582.963,3.774
182.238,1.619,16.428,-0.145,583.928,3.82
183.227,1.619,15.413,-0.163,585.003,3.754
184.226,1.62,14.414,-0.183,585.912,3.817
185.234,1.62,13.423,-0.203,586.977,3.797
186.233,1.62,12.436,-0.226,587.981,3.841
187.239,1.619,11.429,-0.246,589.084,3.81
188.226,1.62,10.445,-0.274,590.097,3.771
189.237,1.621,9.413,-0.288,591.009,3.773
190.25,1.62,8.429,-0.317,591.932,3.862
191.234,1.621,7.414,-0.332,593.084,3.739
192.244,1.622,6.43,-0.362,593.905,3.816
193.296,1.618,5.409,-0.381,594.944,3.834
194.229,1.621,4.404,-0.403,596.013,3.811
195.229,1.622,3.405,-0.424,597.006,3.785
196.234,1.622,2.406,-0.452,597.927,3.827
197.237,1.621,1.381,-0.463,598.963,3.81
198.236,1.623,0.421,-0.492,599.939,3.078
199.249,1.622,-0.578,-0.51,599.058,2.914
200.244,1.544,-1.566,-0.539,598.019,2.866
199.343,1.536,-2.579,-0.557,597.089,2.786
198.336,1.53,-3.571,-0.58,596.11,2.702
197.334,1.526,-4.57,-0.602,595.046,2.663
196.326,1.522,-5.568,-0.63,594,2.701
195.32,1.519,-6.587,-0.642,593.175,2.55
194.324,1.519,-7.562,-0.673,592.033,2.585
193.394,1.512,-8.577,-0.687,591.093,2.57
192.345,1.511,-9.56,-0.72,590.192,2.504
191.336,1.509,-10.593,-0.733,589.189,2.436
190.35,1.506,-11.577,-0.751,588.089,2.438
189.334,1.504,-12.554,-0.772,587.08,2.386
188.33,1.503,-13.542,-0.804,586.014,2.42
187.346,1.5,-14.578,-0.813,585.105,2.332
186.335,1.498,-15.548,-0.84,584.029,2.348
185.345,1.495,-16.553,-0.859,583.066,2.287
184.324,1.494,-17.55,-0.884,582.008,2.296
183.333,1.492,-18.576,-0.899,581.042,2.259
182.34,1.49,-19.558,-0.92,580.033,2.235
181.348,1.489,-20.558,-0.936,579.018,2.22
180.378,1.485,-21.548,-0.965,578.021,2.297
179.362,1.483,-22.585,-0.974,577.268,2.106
178.347,1.482,-23.567,-0.996,576.058,2.15
177.363,1.479,-24.564,-1.008,575.045,2.139
176.331,1.478,-25.531,-1.032,574.06,2.115
175.334,1.476,-26.55,-1.048,573.06,2.084
174.36,1.473,-27.543,-1.064,572.034,2.106
173.342,1.471,-28.536,-1.079,571.101,2.046
172.326,1.47,-29.518,-1.11,570.053,2.074
171.339,1.468,-30.578,-1.108,569.132,1.991
170.335,1.466,-31.53,-1.132,568.05,2.027
169.342,1.464,-32.533,-1.146,567.103,1.992
168.338,1.464,-33.527,-1.166,566.106,2.009
167.376,1.46,-34.547,-1.179,565.196,1.983
166.37,1.458,-35.543,-1.195,564.255,1.906
165.357,1.456,-36.554,-1.2,563.159,1.888
164.356,1.454,-37.521,-1.223,562.08,1.951
163.35,1.452,-38.543,-1.228,561.206,1.819
162.354,1.451,-39.511,-1.248,560.036,1.872
161.372,1.449,-40.524,-1.256,559.057,1.873
160.359,1.446,-41.505,-1.276,558.111,1.829
159.35,1.445,-42.535,-1.286,557.089,1.789
158.368,1.442,-43.542,-1.295,556.014,1.811
157.359,1.441,-44.533,-1.304,555.041,1.772
156.363,1.439,-45.516,-1.327,554.001,1.817
155.375,1.437,-46.57,-1.324,553.109,1.739
154.391,1.433,-47.531,-1.343,552.057,1.773
153.371,1.432,-48.555,-1.352,551.13,1.701
152.362,1.43,-49.561,-1.36,550.054,1.717
151.358,1.429,-50.558,-1.365,549.07,1.686
150.368,1.427,-51.527,-1.377,548.044,1.666
149.364,1.425,-52.532,-1.384,547.012,1.656
148.369,1.422,-53.517,-1.399,545.998,1.726
147.356,1.421,-54.554,-1.399,545.182,1.567
146.356,1.418,-55.519,-1.414,544.013,1.615
145.359,1.416,-56.542,-1.414,543.01,1.615
144.347,1.414,-57.503,-1.427,542.054,1.597
143.348,1.412,-58.528,-1.433,541.079,1.573
142.372,1.409,-59.523,-1.439,540.077,1.597
141.375,1.406,-60.521,-1.445,539.159,1.537
140.363,1.405,-61.512,-1.458,538.125,1.546
139.37,1.402,-62.558,-1.453,537.166,1.462
138.371,1.399,-63.498,-1.464,536.055,1.493
137.364,1.397,-64.5,-1.468,535.063,1.461
136.368,1.395,-65.489,-1.477,534.031,1.484
135.367,1.392,-66.508,-1.478,533.09,1.455
134.371,1.39,-67.488,-1.486,532.103,1.408
133.366,1.387,-68.508,-1.489,531.04,1.394
132.363,1.386,-69.494,-1.499,530.001,1.462
131.369,1.383,-70.534,-1.497,529.151,1.336
130.374,1.382,-71.503,-1.505,528.024,1.385
129.403,1.377,-72.519,-1.506,527.07,1.389
128.384,1.374,-73.507,-1.515,526.151,1.348
127.381,1.372,-74.546,-1.515,525.162,1.291
126.39,1.367,-75.539,-1.516,524.084,1.312
125.375,1.365,-76.513,-1.519,523.109,1.273
124.374,1.362,-77.485,-1.528,522.069,1.313
123.386,1.359,-78.542,-1.523,521.162,1.238
122.38,1.355,-79.486,-1.531,520.108,1.263
121.376,1.352,-80.498,-1.533,519.158,1.209
120.368,1.349,-81.498,-1.536,518.117,1.228
119.371,1.346,-82.513,-1.536,517.166,1.199
118.379,1.343,-83.493,-1.54,516.173,1.176
117.373,1.341,-84.5,-1.541,515.173,1.168
116.397,1.335,-85.49,-1.547,514.193,1.247
115.395,1.332,-86.536,-1.545,513.422,1.058
114.399,1.328,-87.514,-1.549,512.221,1.089
113.393,1.324,-88.515,-1.546,511.19,1.086
112.391,1.321,-89.473,-1.552,510.188,1.066
111.388,1.317,-90.497,-1.553,509.18,1.03
110.413,1.312,-91.499,-1.553,508.127,1.057
109.398,1.309,-92.486,-1.555,507.18,1.001
108.389,1.305,-93.477,-1.562,506.116,1.023
107.391,1.3,-94.56,-1.554,505.171,0.945
106.397,1.295,-95.491,-1.559,504.076,0.975
105.394,1.291,-96.502,-1.56,503.109,0.941
104.403,1.287,-97.508,-1.563,502.091,0.96
103.411,1.282,-98.54,-1.562,501.16,0.942
102.42,1.276,-99.537,-1.564,500.204,0.87
101.405,1.272,-100.56,-1.561,499.126,0.854
100.406,1.266,-101.524,-1.565,498.078,0.908
99.399,1.261,-102.554,-1.562,497.195,0.787
98.402,1.256,-103.494,-1.565,496.056,0.831
97.399,1.251,-104.513,-1.564,495.088,0.826
96.399,1.245,-105.485,-1.567,494.139,0.787
95.393,1.24,-106.52,-1.567,493.138,0.749
94.406,1.233,-107.521,-1.566,492.086,0.759
93.394,1.227,-108.497,-1.565,491.109,0.722
92.395,1.221,-109.464,-1.569,490.087,0.755
91.398,1.217,-110.541,-1.565,489.181,0.69
90.423,1.207,-111.48,-1.568,488.155,0.711
89.412,1.202,-112.497,-1.567,487.229,0.636
88.418,1.194,-113.511,-1.567,486.153,0.638
87.41,1.187,-114.505,-1.566,485.158,0.609
86.415,1.18,-115.461,-1.568,484.131,0.585
85.411,1.173,-116.46,-1.567,483.095,0.569
84.407,1.165,-117.446,-1.569,482.075,0.626
83.405,1.158,-118.493,-1.567,481.225,0.491
82.412,1.148,-119.462,-1.569,480.075,0.518
81.398,1.141,-120.486,-1.566,479.074,0.515
80.405,1.133,-121.453,-1.568,478.102,0.493
79.401,1.124,-122.483,-1.568,477.113,0.463
78.411,1.115,-123.482,-1.567,476.098,0.478
77.414,1.106,-124.476,-1.566,475.17,0.434
76.418,1.096,-125.465,-1.569,474.154,0.435
75.417,1.086,-126.55,-1.564,473.199,0.364
74.422,1.074,-127.465,-1.566,472.108,0.382
73.409,1.067,-128.454,-1.565,471.125,0.348
72.422,1.055,-129.441,-1.566,470.104,0.365
71.41,1.045,-130.466,-1.565,469.168,0.338
70.418,1.033,-131.437,-1.565,468.189,0.292
69.409,1.021,-132.464,-1.564,467.141,0.274
68.402,1.01,-133.439,-1.565,466.115,0.322
67.406,1,-134.477,-1.563,465.252,0.224
66.415,0.987,-135.428,-1.565,464.154,0.255
65.42,0.976,-136.459,-1.563,463.206,0.254
64.43,0.961,-137.436,-1.565,462.278,0.211
63.426,0.949,-138.491,-1.563,461.277,0.162
62.436,0.933,-139.476,-1.562,460.191,0.169
61.416,0.921,-140.442,-1.561,459.202,0.131
60.425,0.908,-141.408,-1.564,458.145,0.158
59.428,0.892,-142.497,-1.559,457.214,0.102
58.418,0.876,-143.418,-1.562,456.151,0.116
57.414,0.862,-144.443,-1.561,455.182,0.074
56.422,0.845,-145.446,-1.561,454.131,0.082
55.414,0.832,-146.473,-1.559,453.154,0.063
54.429,0.81,-147.446,-1.56,452.149,0.046
53.409,0.798,-148.46,-1.559,451.138,0.039
52.42,0.781,-149.449,-1.56,450.146,0.093
51.426,0.763,-150.52,-1.557,449.322,-0.022
50.438,0.738,-151.495,-1.559,448.172,-0.003
49.413,0.727,-152.518,-1.556,447.158,-0.004
48.43,0.706,-153.461,-1.558,446.174,-0.019
47.431,0.688,-154.478,-1.557,445.169,-0.036
46.441,0.663,-155.464,-1.556,444.138,-0.021
45.418,0.647,-156.437,-1.555,443.185,-0.051
44.428,0.626,-157.418,-1.556,442.148,-0.031
43.425,0.605,-158.519,-1.553,441.21,-0.07
42.431,0.579,-159.424,-1.554,440.15,-0.05
41.409,0.562,-160.428,-1.553,439.183,-0.061
40.421,0.541,-161.423,-1.554,438.182,-0.043
39.434,0.518,-162.46,-1.553,437.258,-0.045
38.449,0.491,-163.442,-1.553,436.301,-0.076
37.441,0.468,-164.476,-1.551,435.244,-0.082
36.441,0.444,-165.43,-1.552,434.192,-0.041
35.438,0.421,-166.458,-1.55,433.287,-0.094
34.451,0.386,-167.4,-1.551,432.166,-0.06
33.415,0.373,-168.426,-1.549,431.184,-0.044
32.44,0.342,-169.389,-1.55,430.226,-0.048
31.436,0.314,-170.435,-1.549,429.221,-0.052
30.436,0.284,-171.459,-1.548,428.166,-0.026
29.418,0.261,-172.428,-1.548,427.193,-0.021
28.425,0.231,-173.402,-1.549,426.175,0.017
27.421,0.209,-174.508,-1.546,425.254,0.01
26.441,0.173,-175.436,-1.547,424.231,0.048
25.428,0.151,-176.464,-1.547,423.291,0.044
24.449,0.115,-177.491,-1.546,422.241,0.073
23.437,0.089,-178.487,-1.545,421.253,0.092
22.45,0.053,-179.433,-1.545,420.248,0.112
21.438,0.022,-180.434,-1.544,419.23,0.138
20.425,-0.006,-181.405,-1.545,418.227,0.193
19.432,-0.035,-182.466,-1.543,417.364,0.171
18.449,-0.08,-183.422,-1.544,416.254,0.211
17.412,-0.094,-184.448,-1.542,415.258,0.241
16.447,-0.136,-185.402,-1.543,414.298,0.258
15.428,-0.169,-186.441,-1.542,413.315,0.275
14.424,-0.2,-187.445,-1.542,412.311,0.305
13.429,-0.23,-188.434,-1.541,411.382,0.31
12.446,-0.264,-189.426,-1.542,410.368,0.328
11.45,-0.299,-190.546,-1.538,409.386,0.325
10.454,-0.343,-191.422,-1.54,408.299,0.351
9.426,-0.365,-192.433,-1.539,407.299,0.358
8.446,-0.411,-193.417,-1.539,406.269,0.378
7.422,-0.438,-194.451,-1.538,405.303,0.385
6.439,-0.482,-195.43,-1.538,404.294,0.391
5.417,-0.515,-196.466,-1.537,403.253,0.399
4.41,-0.547,-197.444,-1.538,402.211,0.428
3.42,-0.582,-198.508,-1.536,401.307,0.411
2.421,-0.623,-199.445,-1.536,400.214,0.434
1.398,-0.644,-200.487,-1.536,399.232,0.447
0.432,-0.688,-201.479,-1.536,398.293,0.448
-0.57,-0.72,-202.558,-1.535,397.296,0.445
-1.553,-0.762,-203.549,-1.534,396.228,0.46
-2.567,-0.792,-204.504,-1.533,395.237,0.462
-3.559,-0.832,-205.445,-1.535,394.199,0.48
-4.56,-0.865,-206.537,-1.532,393.255,0.474
-5.556,-0.906,-207.429,-1.533,392.217,0.487
-6.575,-0.931,-208.444,-1.533,391.236,0.485
-7.554,-0.974,-209.454,-1.532,390.202,0.498
-8.563,-1.004,-210.468,-1.531,389.23,0.5
-9.556,-1.048,-211.42,-1.531,388.226,0.505
-10.579,-1.072,-212.427,-1.53,387.222,0.511
-11.56,-1.104,-213.403,-1.531,386.228,0.532
-12.538,-1.139,-214.483,-1.529,385.379,0.506
-13.528,-1.19,-215.441,-1.53,384.246,0.52
-14.568,-1.202,-216.45,-1.528,383.227,0.527
-15.53,-1.247,-217.382,-1.529,382.235,0.529
-16.54,-1.277,-218.411,-1.528,381.226,0.533
-17.536,-1.315,-219.4,-1.527,380.195,0.541
-18.554,-1.343,-220.378,-1.527,379.225,0.538
-19.551,-1.378,-221.362,-1.529,378.194,0.548
-20.546,-1.408,-222.501,-1.525,377.225,0.542
-21.545,-1.449,-223.38,-1.526,376.16,0.552
-22.571,-1.467,-224.388,-1.526,375.184,0.555
-23.556,-1.502,-225.389,-1.526,374.186,0.561
-24.557,-1.522,-226.438,-1.525,373.225,0.565
-25.527,-1.562,-227.41,-1.526,372.273,0.56
-26.54,-1.589,-228.466,-1.523,371.219,0.562
-27.541,-1.617,-229.415,-1.524,370.186,0.577
-28.534,-1.642,-230.442,-1.523,369.273,0.564
-29.518,-1.691,-231.362,-1.523,368.186,0.575
-30.573,-1.693,-232.377,-1.522,367.195,0.579
-31.523,-1.727,-233.34,-1.523,366.24,0.578
-32.524,-1.752,-234.39,-1.522,365.237,0.578
-33.522,-1.785,-235.402,-1.522,364.203,0.585
-34.542,-1.807,-236.359,-1.521,363.225,0.583
-35.542,-1.836,-237.313,-1.522,362.211,0.592
-36.558,-1.846,-238.443,-1.519,361.281,0.587
-37.516,-1.883,-239.341,-1.521,360.263,0.594
-38.536,-1.892,-240.383,-1.52,359.305,0.589
-39.5,-1.925,-241.409,-1.52,358.261,0.594
-40.515,-1.941,-242.411,-1.518,357.26,0.594
-41.503,-1.977,-243.339,-1.519,356.237,0.596
-42.535,-1.994,-244.342,-1.518,355.206,0.598
-43.539,-2.009,-245.317,-1.519,354.197,0.608
-44.525,-2.027,-246.402,-1.517,353.29,0.595
-45.514,-2.062,-247.341,-1.518,352.186,0.604
-46.559,-2.062,-248.39,-1.516,351.18,0.607
-47.532,-2.092,-249.336,-1.517,350.198,0.607
-48.547,-2.109,-250.393,-1.517,349.201,0.608
-49.553,-2.125,-251.402,-1.515,348.188,0.613
-50.551,-2.135,-252.397,-1.516,347.238,0.611
-51.526,-2.154,-253.397,-1.517,346.226,0.613
-52.526,-2.169,-254.555,-1.512,345.243,0.61
-53.516,-2.194,-255.407,-1.514,344.195,0.616
-54.546,-2.198,-256.387,-1.514,343.196,0.616
-55.52,-2.222,-257.372,-1.514,342.183,0.619
-56.544,-2.226,-258.389,-1.513,341.215,0.619
-57.506,-2.249,-259.344,-1.513,340.225,0.618
-58.531,-2.257,-260.38,-1.513,339.198,0.619
-59.526,-2.268,-261.341,-1.514,338.181,0.627
-60.52,-2.28,-262.398,-1.511,337.262,0.618
-61.51,-2.305,-263.313,-1.513,336.194,0.625
-62.56,-2.296,-264.354,-1.512,335.224,0.628
-63.496,-2.314,-265.324,-1.512,334.279,0.625
-64.491,-2.323,-266.394,-1.511,333.28,0.623
-65.477,-2.339,-267.39,-1.51,332.235,0.627
-66.501,-2.344,-268.329,-1.51,331.237,0.626
-67.487,-2.357,-269.28,-1.512,330.202,0.63
-68.5,-2.363,-270.407,-1.508,329.248,0.628
-69.492,-2.378,-271.283,-1.51,328.218,0.632
-70.519,-2.376,-272.307,-1.51,327.229,0.629
-71.482,-2.394,-273.342,-1.509,326.205,0.632
-72.513,-2.397,-274.358,-1.508,325.221,0.632
-73.5,-2.412,-275.313,-1.509,324.213,0.633
-74.541,-2.412,-276.335,-1.508,323.21,0.634
-75.528,-2.415,-277.317,-1.509,322.214,0.641
-76.5,-2.421,-278.419,-1.507,321.333,0.629
-77.472,-2.44,-279.381,-1.508,320.247,0.635
-78.536,-2.432,-280.406,-1.506,319.246,0.637
-79.479,-2.444,-281.329,-1.507,318.258,0.636
-80.488,-2.449,-282.357,-1.506,317.252,0.636
-81.489,-2.456,-283.337,-1.506,316.231,0.64
-82.504,-2.455,-284.305,-1.505,315.273,0.637
-83.477,-2.464,-285.283,-1.508,314.252,0.64
-84.494,-2.466,-286.443,-1.504,313.285,0.637
-85.477,-2.477,-287.299,-1.506,312.257,0.641
-86.528,-2.473,-288.305,-1.505,311.273,0.64
-87.497,-2.48,-289.311,-1.505,310.281,0.641
-88.505,-2.479,-290.348,-1.504,309.325,0.642
-89.458,-2.488,-291.335,-1.505,308.356,0.639
-90.489,-2.488,-292.393,-1.503,307.319,0.64
-91.487,-2.491,-293.338,-1.504,306.282,0.644
-92.479,-2.493,-294.392,-1.502,305.334,0.638
-93.463,-2.506,-295.299,-1.504,304.253,0.643
-94.552,-2.495,-296.344,-1.502,303.261,0.645
-95.488,-2.503,-297.296,-1.503,302.293,0.641
-96.493,-2.505,-298.368,-1.502,301.269,0.641
-97.497,-2.51,-299.387,-1.501,300.242,0.644
-98.534,-2.508,-300.355,-1.501,299.248,0.642
-99.52,-2.513,-301.319,-1.503,298.225,0.646
-100.555,-2.509,-302.473,-1.499,297.273,0.643
-101.519,-2.515,-303.369,-1.501,296.252,0.646
-102.543,-2.51,-304.426,-1.501,295.287,0.643
-103.489,-2.516,-305.48,-1.5,294.265,0.645
-104.503,-2.515,-306.475,-1.499,293.262,0.645
-105.474,-2.52,-307.392,-1.5,292.25,0.644
-106.504,-2.52,-308.379,-1.498,291.242,0.646
-107.515,-2.518,-309.324,-1.5,290.236,0.649
-108.479,-2.519,-310.403,-1.498,289.312,0.643
-109.452,-2.526,-311.334,-1.5,288.237,0.645
-110.531,-2.518,-312.381,-1.497,287.228,0.647
-111.462,-2.524,-313.307,-1.499,286.257,0.645
-112.487,-2.524,-314.342,-1.498,285.258,0.647
-113.5,-2.523,-315.342,-1.498,284.257,0.648
-114.49,-2.521,-316.323,-1.498,283.291,0.648
-115.452,-2.523,-317.312,-1.5,282.293,0.648
-116.45,-2.522,-318.477,-1.495,281.307,0.645
-117.43,-2.526,-319.305,-1.497,280.25,0.646
-118.484,-2.522,-320.296,-1.497,279.253,0.647
-119.452,-2.525,-321.285,-1.497,278.242,0.648
-120.475,-2.522,-322.315,-1.496,277.261,0.647
-121.442,-2.525,-323.277,-1.497,276.262,0.646
-122.469,-2.523,-324.322,-1.496,275.233,0.647
-123.474,-2.523,-325.285,-1.497,274.215,0.65
-124.474,-2.523,-326.359,-1.494,273.274,0.645
-125.468,-2.527,-327.279,-1.496,272.228,0.648
-126.548,-2.52,-328.328,-1.494,271.241,0.649
-127.46,-2.522,-329.303,-1.496,270.284,0.648
-128.451,-2.521,-330.399,-1.495,269.296,0.646
-129.437,-2.522,-331.413,-1.493,268.261,0.647
-130.457,-2.52,-332.329,-1.493,267.269,0.646
-131.432,-2.521,-333.265,-1.496,266.25,0.649
-132.451,-2.519,-334.397,-1.491,265.291,0.646
-133.429,-2.52,-335.24,-1.494,264.261,0.647
-134.467,-2.517,-336.269,-1.494,263.277,0.647
-135.425,-2.519,-337.307,-1.494,262.264,0.647
-136.452,-2.517,-338.329,-1.492,261.278,0.647
-137.433,-2.519,-339.256,-1.493,260.278,0.648
-138.483,-2.515,-340.272,-1.492,259.281,0.648
-139.464,-2.514,-341.246,-1.494,258.292,0.651
-140.44,-2.513,-342.363,-1.491,257.381,0.644
-141.403,-2.517,-343.311,-1.493,256.314,0.647
-142.48,-2.511,-344.351,-1.491,255.291,0.647
-143.412,-2.513,-345.269,-1.492,254.298,0.646
-144.432,-2.512,-346.305,-1.491,253.287,0.646
-145.444,-2.511,-347.289,-1.491,252.27,0.648
-146.466,-2.509,-348.268,-1.491,251.293,0.646
-147.433,-2.509,-349.249,-1.494,250.266,0.648
-148.45,-2.508,-350.449,-1.488,249.279,0.645
-149.45,-2.509,-351.289,-1.491,248.248,0.646
-150.509,-2.506,-352.302,-1.491,247.264,0.646
-151.492,-2.506,-353.321,-1.491,246.265,0.647
-152.511,-2.504,-354.383,-1.49,245.291,0.648
