Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo
,,-97.503,-1.106,-101.642,-0.579
,,-98.537,-1.105,-100.668,-0.573
,,-99.531,-1.107,-99.638,-0.571
,,-100.558,-1.105,-98.642,-0.567
,,-101.523,-1.108,-97.617,-0.563
,,-102.555,-1.105,-96.61,-0.559
,,-103.494,-1.108,-95.6,-0.558
,,-104.513,-1.107,-94.665,-0.55
,,-105.481,-1.109,-93.589,-0.548
,,-106.511,-1.108,-92.593,-0.544
,,-107.52,-1.108,-91.594,-0.541
,,-108.488,-1.108,-90.613,-0.535
,,-109.458,-1.112,-89.581,-0.533
,,-110.54,-1.108,-88.621,-0.527
,,-111.477,-1.109,-87.609,-0.524
,,-112.492,-1.11,-86.647,-0.516
,,-113.507,-1.11,-85.592,-0.514
,,-114.5,-1.109,-84.6,-0.508
,,-115.46,-1.11,-83.6,-0.504
,,-116.458,-1.11,-82.617,-0.497
,,-117.44,-1.112,-81.604,-0.493
,,-118.49,-1.11,-80.599,-0.487
,,-119.457,-1.111,-79.588,-0.485
,,-120.482,-1.109,-78.65,-0.474
,,-121.449,-1.111,-77.593,-0.473
,,-122.476,-1.11,-76.619,-0.466
,,-123.483,-1.11,-75.642,-0.459
,,-124.473,-1.11,-74.656,-0.451
,,-125.469,-1.113,-73.615,-0.447
,,-126.552,-1.108,-72.633,-0.44
,,-127.461,-1.11,-71.61,-0.436
,,-128.447,-1.11,-70.644,-0.426
,,-129.435,-1.111,-69.609,-0.42
,,-130.458,-1.109,-68.618,-0.413
,,-131.434,-1.11,-67.605,-0.407
,,-132.452,-1.109,-66.622,-0.398
,,-133.432,-1.111,-65.599,-0.393
,,-134.475,-1.109,-64.617,-0.384
,,-135.422,-1.11,-63.607,-0.381
,,-136.452,-1.109,-62.675,-0.367
,,-137.426,-1.11,-61.63,-0.361
,,-138.479,-1.109,-60.629,-0.354
,,-139.471,-1.109,-59.64,-0.345
,,-140.437,-1.108,-58.642,-0.334
,,-141.402,-1.11,-57.613,-0.329
,,-142.484,-1.107,-56.642,-0.318
,,-143.413,-1.109,-55.625,-0.312
,,-144.432,-1.109,-54.648,-0.299
,,-145.444,-1.109,-53.625,-0.293
,,-146.471,-1.107,-52.637,-0.283
,,-147.438,-1.108,-51.628,-0.276
,,-148.454,-1.107,-50.663,-0.265
,,-149.452,-1.109,-49.665,-0.254
,,-150.523,-1.107,-48.661,-0.244
,,-151.491,-1.108,-47.636,-0.238
,,-152.518,-1.107,-46.677,-0.22
,,-153.451,-1.107,-45.621,-0.215
,,-154.475,-1.106,-44.628,-0.206
,,-155.457,-1.106,-43.646,-0.194
,,-156.436,-1.106,-42.642,-0.181
,,-157.418,-1.108,-41.605,-0.173
,,-158.526,-1.104,-40.626,-0.162
,,-159.431,-1.105,-39.614,-0.155
,,-160.43,-1.105,-38.645,-0.14
,,-161.426,-1.105,-37.63,-0.134
,,-162.454,-1.105,-36.661,-0.12
,,-163.438,-1.106,-35.651,-0.109
,,-164.475,-1.104,-34.652,-0.096
,,-165.424,-1.105,-33.634,-0.087
,,-166.462,-1.103,-32.64,-0.075
,,-167.396,-1.105,-31.632,-0.069
,,-168.42,-1.103,-30.681,-0.049
,,-169.386,-1.104,-29.626,-0.043
,,-170.441,-1.104,-28.634,-0.032
,,-171.448,-1.103,-27.643,-0.021
,,-172.428,-1.102,-26.648,-0.008
,,-173.39,-1.104,-25.63,-0.002
,,-174.494,-1.102,-24.662,0.011
,,-175.425,-1.103,-23.665,0.021
,,-176.457,-1.103,-22.679,0.038
,,-177.48,-1.102,-21.646,0.044
,,-178.481,-1.101,-20.652,0.055
,,-179.426,-1.102,-19.649,0.064
,,-180.429,-1.101,-18.666,0.077
,,-181.402,-1.102,-17.653,0.087
,,-182.462,-1.1,-16.653,0.098
,,-183.407,-1.102,-15.636,0.104
,,-184.446,-1.1,-14.674,0.121
,,-185.395,-1.101,-13.634,0.126
,,-186.438,-1.1,-12.652,0.136
,,-187.436,-1.101,-11.665,0.144
,,-188.431,-1.1,-10.683,0.159
,,-189.429,-1.102,-9.66,0.164
,,-190.543,-1.099,-8.681,0.177
,,-191.419,-1.1,-7.656,0.181
,,-192.421,-1.1,-6.682,0.195
,,-193.414,-1.1,-5.67,0.201
,,-194.445,-1.099,-4.676,0.21
,,-195.422,-1.1,-3.674,0.217
,,-196.458,-1.098,-2.679,0.229
,,-197.442,-1.1,-1.657,0.234
,,-198.497,-1.098,-0.668,0.241
,,-199.456,-1.099,0.32,0.246
,,-200.488,-1.099,1.291,0.259
,,-201.477,-1.099,2.317,0.264
,,-202.544,-1.098,3.312,0.271
,,-203.555,-1.097,4.311,0.278
,,-204.496,-1.097,5.314,0.287
,,-205.444,-1.099,6.341,0.289
,,-206.535,-1.096,7.313,0.299
,,-207.422,-1.097,8.334,0.302
,,-208.444,-1.097,9.32,0.312
,,-209.45,-1.097,10.341,0.315
,,-210.466,-1.096,11.339,0.32
,,-211.418,-1.097,12.342,0.323
,,-212.423,-1.096,13.319,0.329
,,-213.402,-1.097,14.32,0.334
,,-214.473,-1.096,15.31,0.34
,,-215.436,-1.096,16.326,0.342
,,-216.45,-1.095,17.302,0.352
,,-217.379,-1.096,18.341,0.352
,,-218.408,-1.096,19.331,0.356
,,-219.401,-1.095,20.32,0.36
,,-220.373,-1.095,21.317,0.367
,,-221.362,-1.097,22.342,0.367
,,-222.489,-1.093,23.326,0.372
,,-223.379,-1.095,24.33,0.372
,,-224.381,-1.095,25.315,0.379
,,-225.388,-1.095,26.331,0.377
,,-226.428,-1.094,27.301,0.383
,,-227.414,-1.095,28.312,0.385
,,-228.459,-1.094,29.308,0.39
,,-229.415,-1.094,30.33,0.39
,,-230.447,-1.092,31.316,0.393
,,-231.359,-1.094,32.32,0.394
,,-232.38,-1.093,33.302,0.4
,,-233.335,-1.094,34.335,0.399
,,-234.386,-1.094,35.329,0.401
,,-235.401,-1.093,36.328,0.403
,,-236.359,-1.093,37.324,0.406
,,-237.318,-1.095,38.343,0.405
,,-238.439,-1.092,39.319,0.407
,,-239.335,-1.093,40.313,0.408
,,-240.375,-1.093,41.3,0.411
,,-241.402,-1.093,42.317,0.411
,,-242.403,-1.092,43.314,0.413
,,-243.342,-1.093,44.314,0.413
,,-244.344,-1.092,45.31,0.414
,,-245.314,-1.094,46.319,0.416
,,-246.399,-1.092,47.315,0.417
,,-247.339,-1.093,48.32,0.416
,,-248.39,-1.092,49.303,0.419
,,-249.343,-1.093,50.326,0.418
,,-250.389,-1.092,51.318,0.418
,,-251.394,-1.091,52.309,0.418
,,-252.389,-1.091,53.297,0.421
,,-253.395,-1.094,54.325,0.421
,,-254.554,-1.089,55.304,0.422
,,-255.401,-1.091,56.319,0.421
,,-256.39,-1.091,57.3,0.423
,,-257.364,-1.091,58.315,0.423
,,-258.385,-1.09,59.317,0.423
,,-259.341,-1.092,60.312,0.423
,,-260.377,-1.091,61.309,0.426
,,-261.337,-1.092,62.331,0.425
,,-262.394,-1.09,63.315,0.425
,,-263.309,-1.091,64.314,0.425
,,-264.342,-1.09,65.307,0.425
,,-265.315,-1.092,66.304,0.424
,,-266.389,-1.091,67.293,0.426
,,-267.383,-1.09,68.291,0.426
,,-268.322,-1.09,69.299,0.427
,,-269.275,-1.093,70.309,0.426
,,-270.392,-1.089,71.295,0.426
,,-271.271,-1.091,72.301,0.426
,,-272.306,-1.091,73.298,0.428
,,-273.325,-1.091,74.309,0.427
,,-274.352,-1.089,75.309,0.427
,,-275.305,-1.091,76.309,0.427
,,-276.327,-1.09,77.303,0.428
,,-277.31,-1.092,78.299,0.428
,,-278.41,-1.089,79.291,0.428
,,-279.378,-1.09,80.29,0.427
,,-280.405,-1.089,81.284,0.428
,,-281.324,-1.09,82.291,0.428
,,-282.347,-1.09,83.291,0.428
,,-283.339,-1.09,84.292,0.429
,,-284.297,-1.089,85.293,0.429
,,-285.283,-1.093,86.303,0.429
,,-286.441,-1.088,87.296,0.429
,,-287.296,-1.089,88.303,0.429
,,-288.3,-1.09,89.301,0.43
,,-289.302,-1.09,90.304,0.428
,,-290.355,-1.089,91.285,0.429
,,-291.335,-1.09,92.284,0.429
,,-292.391,-1.089,93.277,0.43
,,-293.334,-1.09,94.3,0.429
,,-294.383,-1.088,95.285,0.43
,,-295.293,-1.09,96.285,0.429
,,-296.333,-1.089,97.283,0.43
,,-297.292,-1.09,98.297,0.429
,,-298.368,-1.09,99.288,0.429
,,-299.392,-1.088,100.295,0.43
,,-300.347,-1.088,101.293,0.431
,,-301.313,-1.092,102.311,0.43
,,-302.476,-1.087,103.301,0.43
,,-303.374,-1.09,104.287,0.43
,,-304.428,-1.09,105.279,0.431
,,-305.487,-1.089,106.283,0.43
,,-306.48,-1.088,107.283,0.43
,,-307.391,-1.089,108.277,0.431
,,-308.381,-1.088,109.274,0.431
,,-309.331,-1.091,110.299,0.431
,,-310.411,-1.088,111.283,0.431
,,-311.339,-1.09,112.283,0.431
,,-312.383,-1.088,113.283,0.432
,,-313.307,-1.09,114.291,0.432
,,-314.35,-1.089,115.293,0.431
,,-315.345,-1.089,116.288,0.431
,,-316.325,-1.089,117.265,0.433
,,-317.305,-1.092,118.272,0.431
,,-318.468,-1.087,119.256,0.432
,,-319.307,-1.089,120.255,0.432
,,-320.297,-1.089,121.262,0.432
,,-321.283,-1.09,122.258,0.433
,,-322.315,-1.089,123.271,0.433
,,-323.273,-1.09,124.257,0.433
,,-324.315,-1.089,125.262,0.434
,,-325.285,-1.091,126.279,0.433
,,-326.358,-1.088,127.265,0.433
,,-327.27,-1.09,128.274,0.435
,,-328.329,-1.089,129.288,0.433
,,-329.298,-1.091,130.261,0.434
,,-330.398,-1.09,131.251,0.434
,,-331.414,-1.089,132.252,0.434
,,-332.335,-1.089,133.25,0.435
,,-333.265,-1.092,134.257,0.435
,,-334.402,-1.087,135.249,0.435
,,-335.251,-1.091,136.25,0.436
,,-336.28,-1.09,137.256,0.436
,,-337.293,-1.09,138.25,0.436
,,-338.314,-1.089,139.26,0.437
,,-339.256,-1.091,140.257,0.436
,,-340.276,-1.09,141.26,0.436
,,-341.246,-1.093,142.256,0.437
,,-342.365,-1.09,143.234,0.437
,,-343.313,-1.092,144.232,0.439
,,-344.347,-1.089,145.251,0.437
,,-345.264,-1.092,146.237,0.439
,,-346.293,-1.091,147.242,0.439
,,-347.288,-1.091,148.249,0.439
,,-348.257,-1.091,149.253,0.44
,,-349.238,-1.095,150.252,0.44
,,-350.448,-1.088,151.249,0.44
,,-351.275,-1.092,152.264,0.44
,,-352.292,-1.092,153.27,0.442
,,-353.309,-1.093,154.272,0.441
,,-354.375,-1.092,155.265,0.441
,,-355.365,-1.094,156.253,0.441
,,-356.443,-1.091,157.246,0.443
,,-357.396,-1.093,158.26,0.442
,,-358.438,-1.09,159.238,0.444
,,-359.317,-1.093,160.241,0.445
,,-360.338,-1.092,161.269,0.443
,,-361.276,-1.094,162.241,0.444
,,-362.347,-1.093,163.24,0.444
,,-363.359,-1.092,164.244,0.445
,,-364.295,-1.093,165.256,0.445
,,-365.241,-1.097,166.26,0.446
,,-366.409,-1.091,167.256,0.445
,,-367.27,-1.095,168.229,0.447
,,-368.319,-1.095,169.238,0.447
,,-369.373,-1.094,170.221,0.448
,,-370.361,-1.093,171.232,0.447
,,-371.279,-1.095,172.217,0.448
,,-372.289,-1.094,173.23,0.449
,,-373.245,-1.097,174.25,0.448
,,-374.346,-1.094,175.232,0.45
,,-375.274,-1.097,176.227,0.451
,,-376.336,-1.094,177.258,0.451
,,-377.266,-1.097,178.243,0.451
,,-378.332,-1.096,179.254,0.452
,,-379.333,-1.096,180.272,0.451
,,-380.333,-1.097,181.249,0.452
,,-381.334,-1.101,182.236,0.453
,,-382.546,-1.093,183.221,0.453
,,-383.338,-1.097,184.219,0.454
,,-384.328,-1.097,185.238,0.455
,,-385.316,-1.098,186.232,0.456
,,-386.341,-1.097,187.246,0.455
,,-387.3,-1.099,188.226,0.457
,,-388.351,-1.098,189.237,0.458
,,-389.307,-1.101,190.25,0.457
,,-390.384,-1.096,191.234,0.459
,,-391.279,-1.1,192.242,0.46
,,-392.344,-1.099,193.284,0.458
,,-393.313,-1.102,194.228,0.46
,,-394.422,-1.1,195.224,0.461
,,-395.425,-1.098,196.231,0.462
,,-396.356,-1.099,197.235,0.462
,,-397.285,-1.105,198.237,0.463
,,-398.46,-1.097,199.242,0.464
,,,,200.252,0.465
,,,,201.255,0.465
,,,,202.243,0.466
,,,,203.261,0.466
,,,,204.262,0.468
,,,,205.284,0.468
,,,,206.29,0.467
,,,,207.249,0.469
,,,,208.232,0.471
,,,,209.252,0.47
,,,,210.222,0.472
,,,,211.23,0.473
,,,,212.237,0.473
,,,,213.232,0.474
,,,,214.227,0.474
,,,,215.211,0.476
,,,,216.214,0.478
,,,,217.238,0.478
,,,,218.233,0.478
,,,,219.221,0.478
,,,,220.199,0.48
,,,,221.192,0.481
,,,,222.198,0.481
,,,,223.183,0.482
,,,,224.18,0.486
,,,,225.237,0.483
,,,,226.191,0.485
,,,,227.197,0.487
,,,,228.206,0.488
,,,,229.211,0.489
,,,,230.219,0.491
,,,,231.237,0.489
,,,,232.208,0.492
,,,,233.212,0.491
,,,,234.181,0.494
,,,,235.185,0.495
,,,,236.17,0.496
,,,,237.189,0.497
,,,,238.203,0.497
,,,,239.167,0.498
,,,,240.157,0.503
,,,,241.211,0.5
,,,,242.168,0.503
,,,,243.183,0.505
,,,,244.212,0.504
,,,,245.183,0.505
,,,,246.161,0.508
,,,,247.156,0.508
,,,,248.148,0.511
,,,,249.183,0.511
,,,,250.166,0.514
,,,,251.194,0.513
,,,,252.166,0.516
,,,,253.181,0.518
,,,,254.195,0.518
,,,,255.182,0.52
,,,,256.198,0.524
,,,,257.279,0.518
,,,,258.185,0.523
,,,,259.177,0.525
,,,,260.182,0.526
,,,,261.179,0.527
,,,,262.165,0.53
,,,,263.177,0.531
,,,,264.162,0.534
,,,,265.182,0.533
,,,,266.145,0.536
,,,,267.159,0.537
,,,,268.157,0.541
,,,,269.19,0.541
,,,,270.189,0.541
,,,,271.142,0.542
,,,,272.123,0.548
,,,,273.177,0.545
,,,,274.117,0.549
,,,,275.124,0.551
,,,,276.15,0.553
,,,,277.159,0.553
,,,,278.135,0.557
,,,,279.148,0.558
,,,,280.144,0.562
,,,,281.188,0.561
,,,,282.174,0.564
,,,,283.182,0.563
,,,,284.14,0.568
,,,,285.148,0.569
,,,,286.144,0.57
,,,,287.124,0.573
,,,,288.118,0.58
,,,,289.195,0.574
,,,,290.116,0.578
,,,,291.119,0.582
,,,,292.135,0.584
,,,,293.148,0.586
,,,,294.15,0.59
,,,,295.181,0.588
,,,,296.146,0.594
,,,,297.163,0.593
,,,,298.115,0.599
,,,,299.14,0.599
,,,,300.124,0.604
,,,,301.16,0.606
,,,,302.184,0.605
,,,,303.148,0.609
,,,,304.142,0.616
,,,,305.221,0.612
,,,,306.171,0.619
,,,,307.207,0.623
,,,,308.249,0.62
,,,,309.215,0.623
,,,,310.177,0.627
,,,,311.164,0.629
,,,,312.142,0.635
,,,,313.182,0.634
,,,,314.149,0.64
,,,,315.164,0.639
,,,,316.13,0.645
,,,,317.14,0.648
,,,,318.149,0.649
,,,,319.128,0.653
,,,,320.136,0.663
,,,,321.233,0.651
,,,,322.115,0.661
,,,,323.104,0.666
,,,,324.11,0.668
,,,,325.117,0.67
,,,,326.097,0.678
,,,,327.121,0.677
,,,,328.105,0.685
,,,,329.146,0.684
,,,,330.1,0.691
,,,,331.121,0.694
,,,,332.123,0.701
,,,,333.168,0.702
,,,,334.176,0.701
,,,,335.123,0.704
,,,,336.081,0.717
,,,,337.154,0.709
,,,,338.074,0.719
,,,,339.084,0.726
,,,,340.123,0.727
,,,,341.117,0.728
,,,,342.079,0.737
,,,,343.095,0.739
,,,,344.088,0.749
,,,,345.142,0.748
,,,,346.122,0.753
,,,,347.13,0.753
,,,,348.089,0.762
,,,,349.099,0.766
,,,,350.099,0.768
,,,,351.077,0.775
,,,,352.079,0.791
,,,,353.187,0.776
,,,,354.092,0.789
,,,,355.1,0.797
,,,,356.127,0.803
,,,,357.153,0.806
,,,,358.152,0.816
,,,,359.205,0.811
,,,,360.164,0.822
,,,,361.184,0.817
,,,,362.11,0.83
,,,,363.119,0.832
,,,,364.1,0.845
,,,,365.133,0.848
,,,,366.143,0.848
,,,,367.099,0.854
,,,,368.076,0.874
,,,,369.158,0.86
,,,,370.086,0.878
,,,,371.112,0.888
,,,,372.165,0.885
,,,,373.136,0.885
,,,,374.085,0.898
,,,,375.077,0.902
,,,,376.065,0.918
,,,,377.117,0.914
,,,,378.089,0.931
,,,,379.124,0.928
,,,,380.087,0.943
,,,,381.125,0.948
,,,,382.134,0.955
,,,,383.13,0.962
,,,,384.14,0.99
,,,,385.282,0.957
,,,,386.129,0.979
,,,,387.119,0.99
,,,,388.12,0.997
,,,,389.124,1.003
,,,,390.104,1.019
,,,,391.128,1.019
,,,,392.109,1.037
,,,,393.15,1.031
,,,,394.095,1.053
,,,,395.13,1.057
,,,,396.131,1.076
,,,,397.185,1.079
,,,,398.187,1.077
,,,,399.137,1.087
,,,,400.101,1.122
,,,,401.199,1.101
,,,,402.109,1.13
,,,,403.14,1.146
,,,,404.188,1.152
,,,,405.197,1.155
,,,,406.163,1.178
,,,,407.194,1.186
,,,,408.194,1.219
,,,,409.28,1.215
,,,,410.265,1.231
,,,,411.273,1.227
,,,,412.205,1.255
,,,,413.208,1.266
,,,,414.187,1.279
,,,,415.149,1.3
,,,,416.137,1.352
,,,,417.26,1.315
,,,,418.127,1.358
,,,,419.119,1.384
,,,,420.132,1.409
,,,,421.151,1.425
,,,,422.131,1.467
,,,,423.185,1.464
,,,,424.118,1.509
,,,,425.144,1.507
,,,,426.061,1.559
,,,,427.093,1.572
,,,,428.057,1.622
,,,,429.103,1.648
,,,,430.123,1.66
,,,,431.08,1.688
,,,,432.046,1.765
,,,,433.166,1.739
,,,,434.072,1.803
,,,,435.12,1.849
,,,,436.187,1.847
,,,,437.142,1.863
,,,,438.079,1.907
,,,,439.072,1.926
,,,,440.033,1.992
,,,,441.103,1.99
,,,,442.049,2.039
,,,,443.079,2.044
,,,,444.033,2.096
,,,,445.057,2.118
,,,,446.059,2.139
,,,,447.038,2.177
,,,,448.055,2.264
,,,,449.206,2.176
,,,,450.038,2.241
,,,,451.027,2.276
,,,,452.03,2.304
,,,,453.047,2.317
,,,,454.025,2.368
,,,,455.075,2.363
,,,,456.045,2.415
,,,,457.096,2.395
,,,,458.033,2.453
,,,,459.082,2.46
,,,,460.085,2.514
,,,,461.156,2.517
,,,,462.177,2.491
,,,,463.093,2.508
,,,,464.04,2.589
,,,,465.14,2.522
,,,,466.018,2.582
,,,,467.03,2.62
,,,,468.077,2.614
,,,,469.061,2.607
,,,,470.003,2.643
,,,,471.006,2.649
,,,,471.996,2.715
,,,,473.084,2.679
,,,,474.048,2.709
,,,,475.064,2.686
,,,,475.996,2.723
,,,,477.001,2.731
,,,,477.996,2.731
,,,,478.963,2.753
,,,,479.963,2.845
,,,,481.119,2.734
,,,,481.977,2.794
,,,,482.99,2.813
,,,,484.013,2.827
,,,,485.041,2.823
,,,,486.033,2.866
,,,,487.103,2.82
,,,,488.046,2.863
,,,,489.081,2.812
,,,,489.981,2.863
,,,,491.002,2.849
,,,,491.963,2.899
,,,,493.025,2.894
,,,,494.037,2.868
,,,,494.979,2.873
,,,,495.942,2.964
,,,,497.08,2.863
,,,,497.964,2.935
,,,,499.019,2.957
,,,,500.092,2.92
,,,,501.057,2.897
,,,,501.985,2.94
,,,,503.002,2.924
,,,,503.968,2.985
,,,,505.063,2.937
,,,,506.018,2.978
,,,,507.066,2.943
,,,,508.027,2.984
,,,,509.073,2.983
,,,,510.088,2.977
,,,,511.087,2.99
,,,,512.107,3.079
,,,,513.313,2.905
,,,,514.096,2.97
,,,,515.075,2.983
,,,,516.066,2.984
,,,,517.061,2.97
,,,,518.012,3.012
,,,,519.055,2.979
,,,,520.006,3.024
,,,,521.06,2.964
,,,,521.963,3.015
,,,,523.002,3.002
,,,,523.989,3.045
,,,,525.064,3.02
,,,,526.059,2.984
,,,,526.981,2.988
,,,,527.919,3.071
,,,,529.057,2.968
,,,,529.913,3.033
,,,,530.946,3.05
,,,,532.002,3.034
,,,,533,3.009
,,,,533.939,3.047
,,,,534.971,3.028
,,,,535.95,3.089
,,,,537.069,3.039
,,,,538.035,3.059
,,,,539.058,3.012
,,,,539.973,3.047
,,,,540.979,3.04
,,,,541.964,3.035
,,,,542.92,3.042
,,,,543.903,3.129
,,,,545.083,2.995
,,,,545.899,3.059
,,,,546.912,3.074
,,,,547.939,3.075
,,,,548.966,3.06
,,,,549.944,3.104
,,,,551.023,3.055
,,,,551.967,3.099
,,,,553.007,3.04
,,,,553.899,3.09
,,,,554.935,3.071
,,,,555.908,3.112
,,,,556.982,3.105
,,,,558.01,3.08
,,,,558.959,3.083
,,,,559.925,3.163
,,,,561.096,3.067
,,,,561.977,3.13
,,,,563.047,3.152
,,,,564.149,3.105
,,,,565.104,3.077
,,,,565.999,3.117
,,,,567.001,3.097
,,,,567.942,3.153
,,,,569.027,3.103
,,,,569.954,3.14
,,,,570.993,3.109
,,,,571.925,3.147
,,,,572.96,3.139
,,,,573.959,3.14
,,,,574.94,3.152
,,,,575.948,3.231
,,,,577.16,3.088
,,,,577.931,3.154
,,,,578.916,3.167
,,,,579.928,3.173
,,,,580.939,3.162
,,,,581.896,3.202
,,,,582.964,3.175
,,,,583.934,3.215
,,,,585.007,3.168
,,,,585.922,3.216
,,,,586.975,3.207
,,,,587.982,3.247
,,,,589.078,3.222
,,,,590.094,3.194
,,,,591.006,3.199
,,,,591.934,3.27
,,,,593.08,3.183
,,,,593.914,3.239
,,,,594.94,3.258
,,,,596.003,3.243
,,,,597.003,3.224
,,,,597.927,3.259
,,,,598.963,3.247
,,,,599.938,2.665
,,,,599.058,2.53
,,,,598.03,2.487
,,,,597.1,2.418
,,,,596.115,2.346
,,,,595.051,2.309
,,,,594.006,2.339
,,,,593.178,2.215
,,,,592.037,2.244
,,,,591.1,2.227
,,,,590.191,2.173
,,,,589.182,2.118
,,,,588.091,2.117
,,,,587.078,2.072
,,,,586.017,2.092
,,,,585.101,2.027
,,,,584.034,2.039
,,,,583.075,1.985
,,,,582.007,1.993
,,,,581.037,1.962
,,,,580.037,1.936
,,,,579.013,1.921
,,,,578.013,1.982
,,,,577.26,1.83
,,,,576.057,1.859
,,,,575.04,1.85
,,,,574.057,1.828
,,,,573.062,1.798
,,,,572.025,1.814
,,,,571.092,1.766
,,,,570.052,1.784
,,,,569.132,1.719
,,,,568.048,1.741
,,,,567.094,1.712
,,,,566.104,1.726
,,,,565.193,1.702
,,,,564.249,1.637
,,,,563.156,1.618
,,,,562.071,1.667
,,,,561.197,1.564
,,,,560.036,1.6
,,,,559.05,1.6
,,,,558.107,1.567
,,,,557.097,1.533
,,,,556.021,1.547
,,,,555.039,1.514
,,,,554.002,1.544
,,,,553.106,1.486
,,,,552.056,1.509
,,,,551.128,1.446
,,,,550.05,1.458
,,,,549.066,1.433
,,,,548.04,1.413
,,,,547.009,1.408
,,,,546,1.461
,,,,545.181,1.339
,,,,544.017,1.373
,,,,543.023,1.368
,,,,542.058,1.354
,,,,541.087,1.33
,,,,540.077,1.351
,,,,539.162,1.302
,,,,538.14,1.306
,,,,537.177,1.242
,,,,536.064,1.264
,,,,535.07,1.235
,,,,534.04,1.257
,,,,533.101,1.229
,,,,532.107,1.191
,,,,531.05,1.178
,,,,530.006,1.231
,,,,529.15,1.132
,,,,528.023,1.172
,,,,527.081,1.173
,,,,526.16,1.139
,,,,525.165,1.092
,,,,524.092,1.105
,,,,523.108,1.073
,,,,522.07,1.105
,,,,521.166,1.047
,,,,520.109,1.065
,,,,519.16,1.018
,,,,518.113,1.034
,,,,517.163,1.012
,,,,516.176,0.993
,,,,515.176,0.986
,,,,514.191,1.047
,,,,513.418,0.897
,,,,512.225,0.922
,,,,511.199,0.917
,,,,510.195,0.899
,,,,509.171,0.873
,,,,508.131,0.888
,,,,507.172,0.842
,,,,506.117,0.862
,,,,505.172,0.802
,,,,504.076,0.822
,,,,503.108,0.795
,,,,502.095,0.81
,,,,501.16,0.794
,,,,500.203,0.739
,,,,499.137,0.722
,,,,498.074,0.765
,,,,497.187,0.67
,,,,496.054,0.706
,,,,495.09,0.703
,,,,494.141,0.669
,,,,493.128,0.638
,,,,492.078,0.646
,,,,491.103,0.62
,,,,490.085,0.645
,,,,489.184,0.596
,,,,488.162,0.605
,,,,487.218,0.543
,,,,486.147,0.547
,,,,485.144,0.523
,,,,484.119,0.502
,,,,483.084,0.491
,,,,482.071,0.537
,,,,481.224,0.423
,,,,480.07,0.445
,,,,479.064,0.446
,,,,478.101,0.43
,,,,477.116,0.407
,,,,476.104,0.417
,,,,475.167,0.379
,,,,474.154,0.377
,,,,473.196,0.321
,,,,472.11,0.333
,,,,471.124,0.308
,,,,470.113,0.32
,,,,469.17,0.294
,,,,468.183,0.258
,,,,467.142,0.245
,,,,466.117,0.281
,,,,465.25,0.202
,,,,464.158,0.225
,,,,463.207,0.224
,,,,462.284,0.186
,,,,461.275,0.146
,,,,460.204,0.148
,,,,459.198,0.117
,,,,458.148,0.141
,,,,457.226,0.088
,,,,456.152,0.096
,,,,455.174,0.064
,,,,454.139,0.07
,,,,453.156,0.049
,,,,452.15,0.033
,,,,451.139,0.025
,,,,450.14,0.071
,,,,449.322,-0.032
,,,,448.173,-0.019
,,,,447.156,-0.022
,,,,446.172,-0.036
,,,,445.167,-0.055
,,,,444.141,-0.043
,,,,443.194,-0.077
,,,,442.161,-0.065
,,,,441.211,-0.104
,,,,440.145,-0.092
,,,,439.178,-0.106
,,,,438.186,-0.096
,,,,437.253,-0.104
,,,,436.295,-0.142
,,,,435.231,-0.152
,,,,434.183,-0.123
,,,,433.277,-0.177
,,,,432.168,-0.156
,,,,431.184,-0.149
,,,,430.234,-0.166
,,,,429.224,-0.181
,,,,428.168,-0.169
,,,,427.19,-0.181
,,,,426.166,-0.156
,,,,425.252,-0.179
,,,,424.223,-0.16
,,,,423.286,-0.179
,,,,422.25,-0.168
,,,,421.258,-0.17
,,,,420.246,-0.17
,,,,419.223,-0.161
,,,,418.224,-0.123
,,,,417.362,-0.165
,,,,416.244,-0.137
,,,,415.256,-0.12
,,,,414.296,-0.11
,,,,413.313,-0.103
,,,,412.313,-0.079
,,,,411.378,-0.075
,,,,410.371,-0.06
,,,,409.377,-0.063
,,,,408.293,-0.035
,,,,407.293,-0.022
,,,,406.268,0.005
,,,,405.3,0.018
,,,,404.299,0.026
,,,,403.245,0.042
,,,,402.207,0.078
,,,,401.306,0.068
,,,,400.215,0.096
,,,,399.233,0.113
,,,,398.291,0.121
,,,,397.297,0.123
,,,,396.233,0.141
,,,,395.234,0.146
,,,,394.2,0.166
,,,,393.253,0.165
,,,,392.214,0.181
,,,,391.242,0.182
,,,,390.21,0.195
,,,,389.228,0.201
,,,,388.234,0.208
,,,,387.228,0.215
,,,,386.226,0.238
,,,,385.384,0.215
,,,,384.254,0.23
,,,,383.235,0.239
,,,,382.248,0.242
,,,,381.235,0.244
,,,,380.195,0.257
,,,,379.238,0.254
,,,,378.198,0.265
,,,,377.231,0.261
,,,,376.174,0.272
,,,,375.195,0.275
,,,,374.197,0.282
,,,,373.234,0.288
,,,,372.277,0.284
,,,,371.231,0.287
,,,,370.194,0.3
,,,,369.276,0.29
,,,,368.186,0.302
,,,,367.206,0.307
,,,,366.252,0.307
,,,,365.243,0.307
,,,,364.203,0.315
,,,,363.225,0.316
,,,,362.225,0.324
,,,,361.289,0.321
