voltage1,corriente1,voltage2,corriente2,voltage3,corriente3
85.307,6.573,-114.601,-6.472,-314.453,-8.434
86.313,6.58,-113.615,-6.427,-313.411,-8.436
87.296,6.604,-112.605,-6.38,-312.48,-8.429
88.315,6.615,-111.578,-6.365,-311.443,-8.432
89.307,6.632,-110.648,-6.294,-310.522,-8.422
90.319,6.636,-109.578,-6.268,-309.44,-8.424
91.287,6.652,-108.595,-6.234,-308.483,-8.42
92.291,6.663,-107.627,-6.183,-307.494,-8.421
93.281,6.682,-106.621,-6.131,-306.577,-8.416
94.303,6.688,-105.588,-6.104,-305.593,-8.409
95.295,6.698,-104.618,-6.048,-304.539,-8.407
96.291,6.707,-103.604,-6.023,-303.467,-8.411
97.291,6.718,-102.655,-5.96,-302.588,-8.397
98.302,6.723,-101.636,-5.929,-301.436,-8.402
99.294,6.731,-100.673,-5.867,-300.45,-8.4
100.3,6.737,-99.641,-5.824,-299.499,-8.394
101.3,6.747,-98.644,-5.764,-298.48,-8.389
102.313,6.75,-97.607,-5.722,-297.4,-8.391
103.312,6.752,-96.607,-5.668,-296.44,-8.385
104.297,6.759,-95.596,-5.648,-295.398,-8.388
105.292,6.763,-94.665,-5.551,-294.493,-8.379
106.292,6.767,-93.581,-5.52,-293.442,-8.382
107.289,6.771,-92.585,-5.471,-292.496,-8.373
108.289,6.773,-91.597,-5.421,-291.438,-8.373
109.286,6.78,-90.607,-5.356,-290.453,-8.369
110.308,6.777,-89.582,-5.321,-289.414,-8.367
111.291,6.782,-88.618,-5.258,-288.411,-8.363
112.291,6.784,-87.62,-5.211,-287.393,-8.369
113.297,6.786,-86.645,-5.13,-286.547,-8.352
114.299,6.788,-85.591,-5.088,-285.387,-8.355
115.296,6.79,-84.607,-5.027,-284.407,-8.353
116.307,6.784,-83.597,-4.977,-283.438,-8.35
117.274,6.789,-82.615,-4.906,-282.463,-8.346
118.281,6.787,-81.602,-4.852,-281.436,-8.347
119.271,6.789,-80.603,-4.786,-280.512,-8.34
120.274,6.789,-79.591,-4.75,-279.48,-8.34
121.279,6.791,-78.64,-4.652,-278.521,-8.33
122.284,6.789,-77.588,-4.613,-277.418,-8.332
123.278,6.787,-76.619,-4.554,-276.437,-8.327
124.279,6.786,-75.639,-4.49,-275.421,-8.327
125.277,6.789,-74.657,-4.402,-274.462,-8.322
126.296,6.783,-73.61,-4.353,-273.442,-8.318
127.281,6.783,-72.628,-4.27,-272.418,-8.314
128.29,6.785,-71.598,-4.232,-271.379,-8.319
129.308,6.777,-70.644,-4.138,-270.503,-8.304
130.273,6.776,-69.605,-4.085,-269.385,-8.309
131.261,6.776,-68.625,-4.005,-268.438,-8.306
132.262,6.775,-67.605,-3.945,-267.491,-8.301
133.266,6.773,-66.616,-3.864,-266.497,-8.295
134.267,6.769,-65.602,-3.8,-265.424,-8.296
135.261,6.768,-64.602,-3.727,-264.458,-8.29
136.27,6.767,-63.609,-3.683,-263.415,-8.292
137.269,6.763,-62.663,-3.572,-262.502,-8.283
138.261,6.762,-61.623,-3.511,-261.446,-8.284
139.272,6.759,-60.628,-3.439,-260.485,-8.276
140.272,6.757,-59.637,-3.366,-259.453,-8.277
141.277,6.753,-58.638,-3.275,-258.493,-8.271
142.273,6.75,-57.615,-3.22,-257.474,-8.27
143.252,6.747,-56.639,-3.128,-256.492,-8.27
144.243,6.746,-55.626,-3.072,-255.5,-8.275
145.257,6.742,-54.658,-2.966,-254.664,-8.257
146.254,6.74,-53.621,-2.903,-253.516,-8.26
147.252,6.738,-52.637,-2.822,-252.5,-8.257
148.261,6.735,-51.633,-2.759,-251.513,-8.253
149.264,6.732,-50.662,-2.665,-250.496,-8.246
150.268,6.728,-49.664,-2.581,-249.45,-8.248
151.261,6.726,-48.657,-2.489,-248.502,-8.24
152.269,6.724,-47.64,-2.439,-247.454,-8.24
153.28,6.72,-46.681,-2.311,-246.508,-8.229
154.285,6.717,-45.62,-2.256,-245.422,-8.231
155.277,6.712,-44.636,-2.177,-244.461,-8.225
156.26,6.711,-43.649,-2.087,-243.444,-8.225
157.26,6.709,-42.646,-1.984,-242.504,-8.219
158.268,6.704,-41.612,-1.919,-241.512,-8.212
159.252,6.702,-40.629,-1.818,-240.487,-8.207
160.251,6.701,-39.61,-1.758,-239.438,-8.211
161.27,6.695,-38.643,-1.643,-238.539,-8.195
162.248,6.694,-37.616,-1.589,-237.429,-8.197
163.246,6.691,-36.66,-1.484,-236.452,-8.195
164.246,6.689,-35.649,-1.405,-235.504,-8.188
165.259,6.686,-34.657,-1.297,-234.498,-8.181
166.26,6.683,-33.627,-1.22,-233.444,-8.181
167.269,6.679,-32.63,-1.125,-232.485,-8.173
168.243,6.676,-31.629,-1.068,-231.457,-8.175
169.245,6.672,-30.675,-0.934,-230.547,-8.164
170.223,6.672,-29.625,-0.866,-229.519,-8.164
171.235,6.668,-28.636,-0.782,-228.566,-8.154
172.234,6.666,-27.644,-0.689,-227.52,-8.153
173.236,6.665,-26.653,-0.59,-226.532,-8.145
174.256,6.659,-25.636,-0.516,-225.496,-8.141
175.232,6.658,-24.658,-0.422,-224.489,-8.134
176.237,6.657,-23.672,-0.339,-223.466,-8.139
177.264,6.652,-22.685,-0.221,-222.591,-8.118
178.254,6.652,-21.65,-0.143,-221.46,-8.12
179.262,6.649,-20.659,-0.049,-220.477,-8.115
180.279,6.645,-19.65,0.028,-219.499,-8.109
181.254,6.644,-18.67,0.139,-218.511,-8.102
182.241,6.641,-17.65,0.218,-217.48,-8.102
183.238,6.639,-16.654,0.318,-216.555,-8.092
184.23,6.637,-15.648,0.381,-215.533,-8.091
185.242,6.633,-14.683,0.509,-214.582,-8.077
186.229,6.633,-13.644,0.583,-213.51,-8.077
187.241,6.629,-12.658,0.673,-212.524,-8.068
188.226,6.627,-11.665,0.753,-211.519,-8.066
189.232,6.626,-10.69,0.871,-210.564,-8.056
190.25,6.622,-9.664,0.945,-209.55,-8.05
191.243,6.62,-8.674,1.053,-208.549,-8.042
192.245,6.62,-7.664,1.124,-207.523,-8.044
193.296,6.614,-6.685,1.233,-206.63,-8.026
194.233,6.614,-5.664,1.312,-205.547,-8.026
195.232,6.613,-4.676,1.411,-204.589,-8.021
196.234,6.609,-3.666,1.491,-203.653,-8.011
197.232,6.608,-2.683,1.598,-202.653,-7.998
198.238,6.606,-1.657,1.673,-201.58,-7.996
199.245,6.604,-0.675,1.766,-200.595,-7.984
200.242,6.522,0.327,1.835,-199.549,-7.984
199.346,6.505,1.289,1.953,-198.606,-7.968
198.337,6.494,2.314,2.03,-197.546,-7.965
197.333,6.485,3.302,2.124,-196.561,-7.954
196.333,6.476,4.312,2.209,-195.531,-7.949
195.325,6.468,5.307,2.314,-194.554,-7.936
194.325,6.463,6.332,2.377,-193.517,-7.931
193.381,6.452,7.309,2.488,-192.527,-7.921
192.343,6.445,8.333,2.548,-191.516,-7.925
191.341,6.439,9.304,2.66,-190.644,-7.898
190.352,6.431,10.331,2.735,-189.539,-7.895
189.335,6.425,11.332,2.819,-188.537,-7.886
188.329,6.419,12.335,2.897,-187.546,-7.876
187.343,6.411,13.322,2.983,-186.536,-7.864
186.331,6.405,14.313,3.063,-185.501,-7.861
185.341,6.397,15.307,3.158,-184.552,-7.844
184.321,6.391,16.321,3.22,-183.513,-7.841
183.331,6.385,17.299,3.333,-182.562,-7.821
182.346,6.378,18.334,3.397,-181.505,-7.817
181.352,6.372,19.33,3.472,-180.529,-7.804
180.375,6.362,20.313,3.56,-179.531,-7.799
179.355,6.356,21.319,3.649,-178.587,-7.784
178.35,6.35,22.341,3.71,-177.591,-7.769
177.363,6.341,23.328,3.794,-176.568,-7.755
176.329,6.336,24.331,3.862,-175.528,-7.755
175.333,6.329,25.314,3.949,-174.602,-7.725
174.358,6.322,26.326,4.01,-173.499,-7.723
173.348,6.314,27.305,4.099,-172.523,-7.711
172.329,6.308,28.316,4.166,-171.547,-7.697
171.337,6.3,29.311,4.251,-170.548,-7.678
170.331,6.293,30.327,4.315,-169.492,-7.672
169.348,6.285,31.32,4.387,-168.522,-7.653
168.337,6.28,32.318,4.447,-167.497,-7.65
167.366,6.27,33.306,4.543,-166.566,-7.625
166.363,6.262,34.336,4.597,-165.525,-7.619
165.354,6.255,35.323,4.666,-164.577,-7.595
164.351,6.246,36.323,4.735,-163.546,-7.586
163.351,6.239,37.326,4.809,-162.564,-7.564
162.347,6.231,38.338,4.855,-161.53,-7.551
161.371,6.22,39.313,4.924,-160.536,-7.534
160.348,6.215,40.312,4.985,-159.525,-7.534
159.348,6.206,41.3,5.063,-158.633,-7.493
158.365,6.197,42.32,5.116,-157.532,-7.487
157.355,6.188,43.312,5.178,-156.545,-7.471
156.354,6.181,44.311,5.234,-155.564,-7.454
155.38,6.17,45.307,5.305,-154.581,-7.433
154.378,6.159,46.323,5.354,-153.567,-7.423
153.375,6.149,47.315,5.419,-152.622,-7.396
152.366,6.14,48.327,5.462,-151.599,-7.383
151.361,6.13,49.305,5.534,-150.622,-7.35
150.363,6.12,50.325,5.573,-149.557,-7.338
149.357,6.11,51.309,5.63,-148.564,-7.314
148.361,6.098,52.311,5.678,-147.549,-7.3
147.346,6.088,53.3,5.739,-146.574,-7.271
146.351,6.077,54.312,5.779,-145.549,-7.251
145.356,6.064,55.307,5.839,-144.542,-7.227
144.339,6.055,56.316,5.875,-143.515,-7.223
143.34,6.045,57.301,5.933,-142.597,-7.176
142.363,6.033,58.317,5.978,-141.512,-7.168
141.374,6.019,59.319,6.023,-140.543,-7.146
140.366,6.008,60.322,6.06,-139.578,-7.12
139.374,5.994,61.31,6.111,-138.586,-7.083
138.363,5.981,62.321,6.146,-137.532,-7.07
137.365,5.969,63.315,6.19,-136.561,-7.035
136.367,5.956,64.317,6.225,-135.523,-7.025
135.366,5.942,65.308,6.261,-134.576,-6.984
134.366,5.927,66.299,6.298,-133.543,-6.967
133.36,5.914,67.288,6.336,-132.564,-6.932
132.359,5.9,68.291,6.374,-131.543,-6.911
131.361,5.886,69.293,6.413,-130.565,-6.876
130.369,5.874,70.302,6.44,-129.54,-6.853
129.4,5.853,71.291,6.482,-128.562,-6.824
128.389,5.838,72.307,6.507,-127.565,-6.813
127.38,5.822,73.297,6.541,-126.654,-6.751
126.386,5.803,74.301,6.57,-125.581,-6.731
125.374,5.787,75.302,6.597,-124.582,-6.701
124.37,5.77,76.302,6.624,-123.586,-6.67
123.378,5.751,77.3,6.65,-122.585,-6.629
122.37,5.732,78.303,6.672,-121.551,-6.609
121.37,5.714,79.288,6.702,-120.586,-6.564
120.366,5.694,80.293,6.721,-119.56,-6.544
119.368,5.674,81.284,6.75,-118.593,-6.492
118.382,5.652,82.295,6.77,-117.552,-6.468
117.371,5.635,83.293,6.79,-116.564,-6.429
116.393,5.61,84.291,6.809,-115.564,-6.405
115.393,5.588,85.289,6.835,-114.605,-6.363
